county_name,state_name,total_acres,avg_acres_per_decade,num_decades,urbanization_rate,scenario,scenario_description,spatial_level,time_period,generated_date
Columbia County,Washington,52445.09,2097.8,5,10489.02,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ward County,Texas,52438.09,3495.87,5,10487.62,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Johnson County,Illinois,52429.94,2621.5,5,10485.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Norman County,Minnesota,52383.6,2619.18,5,10476.72,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Alfalfa County,Oklahoma,52377.89,2618.89,5,10475.58,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sherman County,Texas,52353.12,2617.66,5,10470.62,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Madison County,Missouri,52346.33,2617.32,5,10469.27,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lac qui Parle County,Minnesota,52260.01,2613.0,5,10452.0,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
West Carroll Parish,Louisiana,52214.66,2610.73,5,10442.93,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Brooks County,Texas,52193.86,2087.75,5,10438.77,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Meeker County,Minnesota,52189.14,2609.46,5,10437.83,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Golden Valley County,Montana,52146.86,2085.87,5,10429.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sioux County,Nebraska,52036.79,2081.47,5,10407.36,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Teton County,Idaho,51997.44,2079.9,5,10399.49,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dade County,Missouri,51964.99,2078.6,5,10393.0,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Gage County,Nebraska,51642.88,2065.72,5,10328.58,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Benton County,Indiana,51540.4,2577.02,5,10308.08,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Chippewa County,Minnesota,51486.66,2574.33,5,10297.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Monroe County,Kentucky,51481.64,2574.08,5,10296.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Brookings County,South Dakota,51437.96,2057.52,5,10287.59,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cottonwood County,Minnesota,51419.83,3427.99,5,10283.97,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lemhi County,Idaho,51299.26,2051.97,5,10259.85,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lyon County,Kentucky,51233.14,2561.66,5,10246.63,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Harper County,Oklahoma,51188.09,2559.4,5,10237.62,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lewis County,West Virginia,51088.4,2554.42,5,10217.68,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ziebach County,South Dakota,51052.18,2042.09,5,10210.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Butte County,South Dakota,50880.61,2544.03,5,10176.12,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Big Stone County,Minnesota,50874.11,2543.71,5,10174.82,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Edgar County,Illinois,50872.03,2543.6,5,10174.41,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Calhoun County,Georgia,50803.33,2540.17,5,10160.67,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Meigs County,Tennessee,50790.27,2539.51,5,10158.05,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Box Butte County,Nebraska,50767.22,2538.36,5,10153.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Macon County,Missouri,50715.48,2535.77,5,10143.1,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Crawford County,Iowa,50654.01,2532.7,5,10130.8,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Irwin County,Georgia,50460.75,2523.04,5,10092.15,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Livingston County,Missouri,50452.02,2522.6,5,10090.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Issaquena County,Mississippi,50425.28,2521.26,5,10085.06,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Andrew County,Missouri,50414.83,2520.74,5,10082.97,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Rains County,Texas,50341.71,2013.67,5,10068.34,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Beaver County,Utah,50337.03,2013.48,5,10067.41,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Atchison County,Kansas,50261.26,2010.45,5,10052.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Saunders County,Nebraska,50113.18,2004.53,5,10022.64,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wilcox County,Georgia,50011.52,2500.58,5,10002.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Yankton County,South Dakota,50006.1,2000.24,5,10001.22,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mathews County,Virginia,49966.46,2498.32,5,9993.29,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Kingman County,Kansas,49888.49,1995.54,5,9977.7,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
O'Brien County,Iowa,49622.1,2481.11,5,9924.42,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Garden County,Nebraska,49608.96,1984.36,5,9921.79,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Poweshiek County,Iowa,49591.56,2479.58,5,9918.31,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cooper County,Missouri,49587.4,2479.37,5,9917.48,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bear Lake County,Idaho,49549.35,1981.97,5,9909.87,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wheatland County,Montana,49335.8,1973.43,5,9867.16,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Harrison County,Kentucky,49308.89,2465.44,5,9861.78,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Beckham County,Oklahoma,49231.63,1969.27,5,9846.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Linn County,Kansas,49193.75,1967.75,5,9838.75,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jackson County,Kansas,49178.06,1967.12,5,9835.61,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Evans County,Georgia,49038.07,2451.9,5,9807.61,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sioux County,North Dakota,49029.94,2451.5,5,9805.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Warren County,Illinois,48996.24,2449.81,5,9799.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Union County,Iowa,48994.48,2449.72,5,9798.9,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Norton County,Kansas,48933.52,1957.34,5,9786.7,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Barber County,Kansas,48865.88,1954.64,5,9773.18,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Love County,Oklahoma,48836.68,1953.47,5,9767.34,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Morris County,Kansas,48808.22,1952.33,5,9761.64,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bollinger County,Missouri,48790.09,2439.5,5,9758.02,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Carroll County,Kentucky,48784.64,2439.23,5,9756.93,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Marion County,Kansas,48741.02,1949.64,5,9748.2,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Carroll County,Missouri,48688.4,2434.42,5,9737.68,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Decatur County,Iowa,48638.62,2431.93,5,9727.72,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ballard County,Kentucky,48578.4,2428.92,5,9715.68,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cherokee County,Iowa,48532.23,2426.61,5,9706.45,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Camp County,Texas,48504.89,2425.24,5,9700.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Faribault County,Minnesota,48434.58,2421.73,5,9686.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Gentry County,Missouri,48294.64,2414.73,5,9658.93,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Metcalfe County,Kentucky,48216.98,2410.85,5,9643.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Liberty County,Florida,48164.55,3210.97,5,9632.91,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Montgomery County,Missouri,48070.68,2403.53,5,9614.14,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Daviess County,Missouri,48038.08,2401.9,5,9607.62,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Payette County,Idaho,47731.27,2386.56,5,9546.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sheridan County,Montana,47685.67,2384.28,5,9537.13,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Fayette County,Indiana,47609.62,2380.48,5,9521.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Willacy County,Texas,47506.78,2375.34,5,9501.36,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Nowata County,Oklahoma,47359.54,1894.38,5,9471.91,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
McKenzie County,North Dakota,47338.31,1893.53,5,9467.66,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Keokuk County,Iowa,47276.62,2363.83,5,9455.32,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Leslie County,Kentucky,47192.69,2359.63,5,9438.54,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Charles City County,Virginia,47163.92,2358.2,5,9432.78,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Garfield County,Washington,47145.45,1885.82,5,9429.09,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Morrill County,Nebraska,47015.62,2350.78,5,9403.12,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Guthrie County,Iowa,46962.03,2348.1,5,9392.41,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Doddridge County,West Virginia,46911.39,2345.57,5,9382.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Powell County,Kentucky,46897.69,2344.88,5,9379.54,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Morgan County,Kentucky,46823.02,2341.15,5,9364.6,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Fayette County,Iowa,46721.42,2336.07,5,9344.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bristol County,Rhode Island,46708.63,3113.91,5,9341.73,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Menominee County,Wisconsin,46661.98,3110.8,5,9332.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Russell County,Kansas,46536.26,1861.45,5,9307.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Green County,Kentucky,46524.61,2326.23,5,9304.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Red Willow County,Nebraska,46490.4,1859.62,5,9298.08,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Simpson County,Kentucky,46291.95,2314.6,5,9258.39,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Rio Blanco County,Colorado,46081.44,1843.26,5,9216.29,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dawson County,Nebraska,46022.72,1840.91,5,9204.54,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lucas County,Iowa,46014.36,2300.72,5,9202.87,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Carter County,Missouri,45988.64,2299.43,5,9197.73,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wayne County,Iowa,45840.68,2292.03,5,9168.14,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sierra County,California,45796.79,1831.87,5,9159.36,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Edmunds County,South Dakota,45753.43,2287.67,5,9150.69,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ellsworth County,Kansas,45600.2,1824.01,5,9120.04,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Somervell County,Texas,45519.89,1820.8,5,9103.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Crittenden County,Kentucky,45416.27,2270.81,5,9083.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Shoshone County,Idaho,45263.24,2263.16,5,9052.65,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Coke County,Texas,45251.38,1810.06,5,9050.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Chickasaw County,Iowa,45115.22,2255.76,5,9023.04,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hancock County,Iowa,45012.62,3000.84,5,9002.52,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Kenedy County,Texas,44934.33,1797.37,5,8986.87,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Saline County,Nebraska,44857.01,1794.28,5,8971.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Franklin County,Idaho,44772.78,1790.91,5,8954.56,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dickinson County,Iowa,44705.35,2235.27,5,8941.07,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Knox County,Nebraska,44664.96,1786.6,5,8932.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Martin County,Indiana,44642.48,2232.12,5,8928.5,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Emmons County,North Dakota,44553.25,2227.66,5,8910.65,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Kiowa County,Kansas,44544.68,2227.23,5,8908.94,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jefferson County,Oklahoma,44300.75,1772.03,5,8860.15,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Houston County,Tennessee,44277.38,2213.87,5,8855.48,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bailey County,Texas,44275.5,2213.77,5,8855.1,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Thomas County,Kansas,44262.23,2950.82,5,8852.45,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mitchell County,Kansas,44222.03,1768.88,5,8844.41,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Martin County,Kentucky,44204.54,2946.97,5,8840.91,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ouray County,Colorado,44006.66,1760.27,5,8801.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Clarke County,Iowa,43997.28,2199.86,5,8799.46,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Marion County,Kentucky,43986.97,2199.35,5,8797.39,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Putnam County,Illinois,43925.7,2196.28,5,8785.14,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
East Carroll Parish,Louisiana,43867.04,2193.35,5,8773.41,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Henry County,Kentucky,43702.46,2185.12,5,8740.49,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bath County,Kentucky,43654.82,2182.74,5,8730.96,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Armstrong County,Texas,43654.02,2182.7,5,8730.8,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Childress County,Texas,43642.63,2182.13,5,8728.53,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Fulton County,Kentucky,43536.64,2176.83,5,8707.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Crawford County,Indiana,43426.51,2171.33,5,8685.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Clear Creek County,Colorado,43409.55,2170.48,5,8681.91,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cochran County,Texas,43404.31,2170.22,5,8680.86,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cass County,Nebraska,43377.99,2168.9,5,8675.6,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Rooks County,Kansas,43264.98,1730.6,5,8653.0,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Stark County,Illinois,43156.16,2157.81,5,8631.23,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Monona County,Iowa,43154.37,2157.72,5,8630.87,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Schley County,Georgia,43077.95,2153.9,5,8615.59,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Warren County,Indiana,42968.71,2148.44,5,8593.74,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
San Saba County,Texas,42952.34,1718.09,5,8590.47,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Shelby County,Missouri,42835.19,2141.76,5,8567.04,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mason County,Texas,42807.01,1712.28,5,8561.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Clay County,Nebraska,42781.81,1711.27,5,8556.36,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Piatt County,Illinois,42773.77,2138.69,5,8554.75,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Stonewall County,Texas,42692.64,1707.71,5,8538.53,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Greene County,Illinois,42649.7,2132.48,5,8529.94,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cass County,Iowa,42646.82,2132.34,5,8529.36,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Red Lake County,Minnesota,42539.58,2126.98,5,8507.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Republic County,Kansas,42522.88,1700.92,5,8504.58,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Adams County,Idaho,42514.97,1700.6,5,8502.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mills County,Iowa,42505.2,2125.26,5,8501.04,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Grundy County,Missouri,42468.7,2123.44,5,8493.74,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Miller County,Georgia,42449.12,2122.46,5,8489.82,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mitchell County,Texas,42312.19,2115.61,5,8462.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Divide County,North Dakota,42271.36,2113.57,5,8454.27,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Tillman County,Oklahoma,42230.21,1689.21,5,8446.04,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Treutlen County,Georgia,41771.67,2088.58,5,8354.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bland County,Virginia,41574.11,2078.71,5,8314.82,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Collingsworth County,Texas,41492.18,2074.61,5,8298.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Schuyler County,Missouri,41457.88,1658.32,5,8291.58,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dimmit County,Texas,41429.2,1657.17,5,8285.84,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Henderson County,Illinois,41327.15,2066.36,5,8265.43,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
La Salle County,Texas,41015.16,1640.61,5,8203.03,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lewis County,Missouri,41009.48,2050.47,5,8201.9,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Pocahontas County,Iowa,40999.7,2049.99,5,8199.94,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Camas County,Idaho,40942.58,1637.7,5,8188.52,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Refugio County,Texas,40849.29,1633.97,5,8169.86,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cloud County,Kansas,40823.49,1632.94,5,8164.7,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Grand Isle County,Vermont,40807.48,2040.37,5,8161.5,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Davis County,Iowa,40805.48,2040.27,5,8161.1,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ford County,Illinois,40766.27,2038.31,5,8153.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Pendleton County,Kentucky,40667.35,2033.37,5,8133.47,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Moore County,Tennessee,40644.65,2032.23,5,8128.93,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mills County,Texas,40427.47,1617.1,5,8085.49,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Taylor County,Iowa,40402.21,2020.11,5,8080.44,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wetzel County,West Virginia,40257.16,2012.86,5,8051.43,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cavalier County,North Dakota,40079.31,1603.17,5,8015.86,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
